"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI56_003789-T1",32,169,126,159,227,191,963,434,118,50,384,272,304,327
"HMI56_003790-T1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HMI56_003791-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003792-T1",7,34,85,68,25,14,450,223,434,71,370,265,376,297
"HMI56_003793-T1",39,106,113,138,122.101128272832,100,401,169.362615022033,474,70,612,391,543,482
"HMI56_003794-T1",14,30,49,51,53,51,144,87,273,41,383,244,260,348
"HMI56_003795-T1",196,506,379,476,619,564,4696,2531,1095,255,1634,1017,1279,1376
"HMI56_003796-T1",4,3,3,1,3,10,57,31.1240397136755,6,5,28,8,9.05147245739566,6
"HMI56_003797-T1",0,1,0,0,0,0,2,2,3,0,2,1,0,4
"HMI56_003798-T1",36,64,53,73,97,78,246,108,204,23,222,153,149,169
"HMI56_003799-T1",5,9,58,43,20,27,259,118,392,62,529,377,461,658
"HMI56_003800-T1",5,21,2,9,16,19,6,4,2,2,83,37,124,82
"HMI56_003801-T1",23,39,16,14,30,28,36,11,30,4,32,24,33,36
"HMI56_003802-T1",0,5,0,1,1,0,0,0,0,0,0,0,0,0
"HMI56_003803-T1",0,7.22202271291979,6.75366589604931,4.12689117788667,3.26904751160459,2.90621371516428,14.1607301813943,4.16142672117377,21.5423940076223,8.97467224051111,25.056906890959,31.7375187545897,20.3145713217255,30.6039087638061
"HMI56_003804-T1",10,59,43,31,64,75,103,60,138,23,134,124,113,121
"HMI56_003805-T1",8,10,8,12,12,8,0,1,1,0,0,3,1,2
"HMI56_003806-T1",20,36,44,30,60,34,86,29,32,5,144,98,102,128
"HMI56_003807-T1",154,240,210,203,542,434,410,221,1028,216,2420,1678,1492,2260
"HMI56_003808-T1",18,62,56,60,85,64,343,169,253,48,383,248,211,220
"HMI56_003809-T1",1,5,6,6,2,7,20,12,397,81,802,484,611,985
"HMI56_003810-T1",19,57,65,81,94,71,97,45,268,18,313,233,241,276
"HMI56_003811-T1",0,3,3,2,3,4,8,3,5,0,10,3,19,13
"HMI56_003812-T1",13,29,27,34,33,32,388,186,113,19,120,82,106,155
"HMI56_003813-T1",12,21,29,31,38,34,84,39,11,10,85,66,62,79
"HMI56_003814-T1",8,38,67,60,62,56,288,141,436,27,434,320,304,259
"HMI56_003815-T1",152,509,363,276,541,603,86,37,231,33,236,150,174,152
"HMI56_003816-T1",27.4254624115529,60.6592830801657,62.6560654628315,68.8449008133626,85.3528368344467,68.4926923982517,204.979343458964,108.020064992413,75.8420635453374,13.2093404230235,124.972177892946,81.797402718873,136.098905134702,151.557902169206
"HMI56_003817-T1",7,12,96,76,24,58,3425,1779,806,154,594,448,722,604
"HMI56_003818-T1",111,357,354,381,337,388,2363,1247,1340,222,1628,1089,1134,1430
"HMI56_003819-T1",12,37,32,20,35,29,171,92,47,7,87,55,75,86
"HMI56_003820-T1",0,4,8,10,5,1,43,14,5,0,11,5,8,5
"HMI56_003821-T1",20,30,30,39,51,40,120,64,73,6,131,73,81,109
"HMI56_003822-T1",18,41,76,81,70,62,180,92,308,31,342,250,302,267
"HMI56_003823-T1",27,148,189,163,116,118,756,363,733,94,623,414,513,387
"HMI56_003824-T1",0,0,5,4,3,6,54,32,63,15,214,137,124,118
"HMI56_003825-T1",318,703,696,783,1027,904,1197,616,1230,227,1432,932,1279,1266
"HMI56_003826-T1",17,65,89,77,76,59,287,127,492,57,362,272,351,307
"HMI56_003827-T1",59,197,214,219,205,178,644,312,609,106,1136,839,757,1064
"HMI56_003828-T1",5,14,19,18,22,37,163,98,92,12,127,85,101,128
"HMI56_003829-T1",78,182,209,187,240,272,1248,720,1046,179,1022,676,761,778
"HMI56_003830-T1",24,61,72,69,67,62,151,77,213,21,249,178,158,175
"HMI56_003831-T1",18,43,30,51,91,75,57,28,110,23,131,114,87,105
"HMI56_003832-T1",129,258,323,316,443,435,1674,836,822,155,1259,912,996,1545
"HMI56_003833-T1",144,212,269,282,275,327,610,351,1146,232,1306,854,967,1156
"HMI56_003834-T1",0,7,13,5,5,4,39,23,262,27,357,224,284,417
"HMI56_003835-T1",371,874,651,429,1598,974,229,97,221,33,295,230,237,348
"HMI56_003836-T1",0,0,0,0,0,0,3,0,0,0,0,0,2,1
"HMI56_003837-T1",13,55,82,79,50,72,229,148,428,83,582,463,483,641
"HMI56_003838-T1",12,62,88,69,74,59,151,65,305,73,428,306,319,248
"HMI56_003839-T1",10,23,40,50,33,40,85,53,164,49,235,177,147,215
"HMI56_003840-T1",1,2,5,4,12,3,6,1,17,2,23,13,18,8
"HMI56_003841-T1",78,183,163,196,254,238,941,424,666,74,865,589,626,909
"HMI56_003842-T1",3,8,6,4,7,8,30,21,36,12,19,19,26,35
"HMI56_003843-T1",39,131,298,442,131,154,479,243,849,193,1857,1201,1396,1405
"HMI56_003844-T1",12,33,85,98,40,45,150,85,306,37,477,328,349,390
"HMI56_003845-T1",45,92,100,129,121,131,2430,1559,517,116,565,394,511,580
"HMI56_003846-T1",4,34,46,29,43,39,138,75,202,27,183,125,164,117
"HMI56_003847-T1",48,135,126,125,133,172,1282,685,378,45,480,372,319,360
"HMI56_003848-T1",68,140,128,121,215,198,494,230,380,63,656,415,387,453
"HMI56_003849-T1",3,20,11,6,18,12,102,57,12,0,49,18,37,36
"HMI56_003850-T1",0,0,3,1,3,0,0,1,0,0,0,0,0,0
"HMI56_003851-T1",21,76,55,59,73,82,736,420,215,44,276,189,265,248
"HMI56_003852-T1",15,73,54,84,60,65,541,254,207,42,276,176,213,249
"HMI56_003853-T1",0,4,0,2,4,0,12,1,10,4,19,16,9,20
"HMI56_003854-T1",58,174,176,160,253,222,887,458,457,71,677,521,553,626
"HMI56_003855-T1",47,85,127,126,92,86,531,253,428,95,619,423,403,468
"HMI56_003856-T1",10,8,11,12,20,14,1,1,2,0,13,7,6,8
"HMI56_003857-T1",0,0,0,0,0,2,4,1,1,0,4,3,1,2
"HMI56_003858-T1",1,0,2,0,4,0,0,0,0,0,0,0,0,0
"HMI56_003859-T1",3,0,0,7.77867920476406,4.78314890596028,8.99079941449225,0.00690667795069177,0.000131526281161993,7.80959270134655e-05,0,7.72974255968658e-05,9.99016281572167,3.07264824162264e-08,4.99988943549213
"HMI56_003860-T1",1,1,11,6,11,10,112,48,93,5,86,48,50,110
"HMI56_003861-T1",15,36,18,32,47,37,46,33,137,12,118,93,107,90
"HMI56_003862-T1",4,6,17,7,13,11,107,46,42,9,41,41,39,54
"HMI56_003863-T1",22,67,62,49,118,102,54,20,121,16,121,128,138,137
"HMI56_003864-T1",1,3,5,4,3,2,30,5,123,7,91,65,93,162
"HMI56_003865-T1",923,2331,2784,2708,3218,3395,2934,1263,5415,865,5194,3340,4144,3424
"HMI56_003866-T1",68.3897456113295,332.580395196546,472.232764771925,583.165028917126,335.882597762264,352.395220318225,2889.10031572692,1222.04472770396,2190.12796758822,449.922220664346,2556.13578073019,1614.23747344345,2226.87512777627,1721.27645326148
"HMI56_003867-T1",4.61025438867053,76.4196048034541,68.7672352280746,75.8349710828741,48.1174022377364,53.6047796817751,348.899684273084,153.955272296035,159.872032411783,28.077779335654,214.864219269806,155.762526556547,290.124872223728,119.723546738522
"HMI56_003868-T1",1,0,2,0,0,2,0,4,70,8,105,66,70,80
"HMI56_003869-T1",0,0,3,0,0,0,6,1,5,0,35,25,26,34
"HMI56_003870-T1",29,93,109,108,122,107,962,417,237,54,410,301,263,330
"HMI56_003871-T1",6,14,18,17,28,23,183,61,26,1,92,50,45,77
"HMI56_003872-T1",0,0,0,0,0,2,8,3,4,1,1,0,0,6
"HMI56_003873-T1",7,17,23,24,20,10,148,70,138,12,132,92,106,104
"HMI56_003874-T1",77,168,187,150,273,205,875,355,638,84,865,670,668,888
"HMI56_003875-T1",0,2,2,1,8,1,13,6,28,1,57,38,24,37
"HMI56_003876-T1",40,88.7199009940035,216.370113635525,209,119.514329133055,116.27877546653,1756.28773004746,916.533957167498,829.321156503052,174,988.877640553737,598.808837985682,823.196208123024,890.286934378046
"HMI56_003877-T1",11,12,26,25,23,18,170,97,62,5,80,50,63,54
"HMI56_003878-T1",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"HMI56_003879-T1",27,166,581,580,133,171,9806,4566,2712,331,2706,1703,2095,1509
"HMI56_003880-T1",23,99,109,124,136,128,325,148,553,68,639,444,509,660
"HMI56_003881-T1",56,133,184,148,157,157,355,178,695,108,866,467,548,525
"HMI56_003882-T1",0,6,6,5,4,3,0,1,1,2,1,0,0,3
"HMI56_003883-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003884-T1",82,176,200,192,262,263,524,302,668,102,1013,698,697,1275
"HMI56_003885-T1",10,17,21,14,27,25,98,75,51,18,88,47,75,88
"HMI56_003886-T1",1,5,15,15,3,7,53,26,206,43,321,257,227,273
"HMI56_003887-T1",21,64,91,79,111,78,967,459,490,62,529,324,330,306
"HMI56_003888-T1",4,20,69,40,30,29,199,129,374,84,625,444,524,881
"HMI56_003889-T1",106,326,239,215,466,369,1473,646,519,55,840,670,643,932
"HMI56_003890-T1",96,259,273,229,343,352,642,358,930,133,1088,790,829,1126
"HMI56_003891-T1",4,13,5,11,6,7,70,28,200,29,487,305,272,313
"HMI56_003892-T1",5,19,20,31,27,37,148,67,78,16,91,74,80,86
"HMI56_003893-T1",0,1,4,6,5,3,27,11,53,7,50,42,45,61
"HMI56_003894-T1",34,79,120,88,123,172,629,288,402,64,644,502,463,739
"HMI56_003895-T1",74,173,153,181,221,211,554,361,368,93,665,486,483,486
"HMI56_003896-T1",861,3570,3222,3058,3917,3806,10413,5408,7731,1531,3009,2063,3965,2310
"HMI56_003897-T1",116,236,206,208,383,375,2425,1228,881,144,1565,1146,940,1327
"HMI56_003898-T1",21,46,56,86,65,57,80,39,130,18,141,97,90,144
"HMI56_003899-T1",33,54,22,40,69,70,121,56,49,8,104,78,63,124
"HMI56_003900-T1",0,10,17,5,4,9,80,51,250,50,477,325,312,290
"HMI56_003901-T1",2,1,28,15,21,18,46,8,208,29,441,274,299,260
"HMI56_003902-T1",9,21,23,18,36,43,78,49,103,8,117,100,110,147
"HMI56_003903-T1",2,1,16,10,8,9,55,22,107,26,228,132,160,257
"HMI56_003904-T1",10,23,21,22,46,38,39,12,103,21,319,228,234,288
"HMI56_003905-T1",121,376,326,372,448,410,716,313,756,173,1166,778,968,1075
"HMI56_003906-T1",0,0,0,0,0,0,3,0,7,0,25,17,13,10
"HMI56_003907-T1",2,0,1,1,0,0,17,2,80,6,133,87,72,96
"HMI56_003908-T1",459,1297,1251,1273,1550,1633,3336,1602,4321,711,6848,4901,4875,5474
"HMI56_003909-T1",0,4,11,18,8,9,99,55,78,15,119,80,122,147
"HMI56_003910-T1",0,0,1,0,0,0,12,2,10,3,15,16,11,22
"HMI56_003911-T1",1,6,9,4,2,4,84,35,308,32,350,242,269,429
"HMI56_003912-T1",57.5842920535905,154.025166110449,152.427540927307,187.212682706984,224.27291811546,183.144379881053,593.104867650997,350,303,73,445.080828556915,331.083545918829,362,486.20721263814
"HMI56_003913-T1",2,3,2,4,5,13,29,11,29,8,29,25,30,57
"HMI56_003914-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003915-T1",203,492,448,448,780,637,3500,1859,1257,230,2364,1801,1676,2373
"HMI56_003916-T1",101,256,187,182,404,321,1769,812,473,84,743,478,588,598
"HMI56_003917-T1",26,126,108,129,127,148,550,223,358,54,371,263,314,252
"HMI56_003918-T1",8,26,22,36,31,26,221,111,159,22,167,113,142,132
"HMI56_003919-T1",18,57,67,65,76,82,388,223,309,54,321,261,285,393
"HMI56_003920-T1",88,163,144,182,275,218,142,55,252,90,458,339,511,669
"HMI56_003921-T1",0,0,2,0,0,0,1,0,4,0,10,3,6,3
"HMI56_003922-T1",1,0,0,0,0,0,0,0,3,0,8,3,6,4
"HMI56_003923-T1",1,7,22,18,8,10,108,35,396,27,370,291,428,443
"HMI56_003924-T1",20,71,111,131,107,109,517,300,488,115,562,390,460,410
"HMI56_003925-T1",5,19,15,31,30,24,50,26,195,43,212,160,158,294
"HMI56_003926-T1",1,2,0,3,0,4,11,5,227,43,483,334,308,294
"HMI56_003927-T1",2,6,8,2,5,2,14,3,184,26,543,347,312,316
"HMI56_003928-T1",3,23,23,28,24,14,30,7,80,4,80,35,79,38
"HMI56_003929-T1",42,116,144,180,152,141,257,134,680,148,734,466,616,641
"HMI56_003930-T1",0,4,3,6,4,2,34,11,32,5,38,26,23,22
"HMI56_003931-T1",0,3,1,1,4,1,15,8,16,3,24,16,17,14
"HMI56_003932-T1",100,318,357,383,402,431,2490,1444,967,236,1484,942,1202,1363
"HMI56_003933-T1",6153,17824,10887,9522,24862,22634,53342,26494,28442,5375,45842,30378,27112,33699
"HMI56_003934-T1",3,0,0,0,8,0,13,8,1,0,1,1,1,4
"HMI56_003935-T1",16,30,27,61,72,71,178,114,48,30,228,154,185,278
"HMI56_003936-T1",111,245,180,201,258,298,885,528,546,115,769,536,570,612
"HMI56_003937-T1",29,68,56,74,65,51,1275,688,163,73,353.120920315398,236,339,357
"HMI56_003938-T1",114,250,254,232,322,341,799,398,1165,215,2086,1558,1461,2195
"HMI56_003939-T1",0,2,8,2,1,1,18,13,59,11,102,77,91,152
"HMI56_003940-T1",13,31,44,50,74,55,239,122,70,13,152,94,116,125
"HMI56_003941-T1",16,78,115,128,113,94,321,124,365,44,499,356,427,350
"HMI56_003942-T1",0,0,0,0,0,0,4,6,2,1,0,1,1,3
"HMI56_003943-T1",10,39,25,29,29,34,497,230,131,10,134,105,103,120
"HMI56_003944-T1",27,59,50,62,73,51,304,113,173,24,194,128,145,163
"HMI56_003945-T1",41,155,197,170,202,172,377,169,670,81,694,518,657,626
"HMI56_003946-T1",64,174,196,165,240,255,814,396,484,62,604,498,478,538
"HMI56_003947-T1",59,136,80,69,190,161,671,287,269,26,438,298,232,295
"HMI56_003948-T1",76,236,200,213,245,253,2198,1193,1203,204,2754,1704,3371,2859
"HMI56_003949-T1",0,1,0,0,3,3,25,7,15,0,26,15,27,29
"HMI56_003950-T1",1,3,1,0,2,0,11,5,61,14,334,249,219,239
"HMI56_003951-T1",52,172,100,152,229,205,318,130,267,20,338,279,238,266
"HMI56_003952-T1",2,7,6,6,18,23,43,19,37,0,174,114,488,294
"HMI56_003953-T1",7,4,0,3,7,6,3,3,53,15,340,252,179,193
"HMI56_003954-T1",0,0,3,0,1,0,0,2,24,5,106,71,65,75
"HMI56_003955-T1",31,87,76,66,130,107,235,91,342,40,413,286,249,360
"HMI56_003956-T1",104,308,235,275,360,407,641,280,649,88,1080,775,721,1161
"HMI56_003957-T1",111,271,185,202,409,382,853,374,261,21,254,168,281,270
"HMI56_003958-T1",0,0,0,0,0,0,1,2,1,0,2,1,1,3
"HMI56_003959-T1",0,2,0,0,0,0,1,3,0,0,0,0,1,0
"HMI56_003960-T1",0,0,0,0,0,0,3,1,0,0,0,1,1,0
"HMI56_003961-T1",1,1,1,2,0,0,0,4,36,0,24,22,20,28
"HMI56_003962-T1",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"HMI56_003963-T1",64,194,164,188,274,211,2768,1705,725,130,930,635,673,539
"HMI56_003964-T1",9,30,29,28,19,18,221,99,142,18,163,107,125,113
"HMI56_003965-T1",81,188,220,230,300,275,469,212,997,147,1151,805,893,1145
"HMI56_003966-T1",22,48,48,44,75,52,328,159,119,31,183,142,138,145
"HMI56_003967-T1",47,104,76,79,119,111,254,98,225,43,425,291,256,343
"HMI56_003968-T1",31,54,71,88,66,74,198,84,310,25,303,212,257,270
"HMI56_003969-T1",13,48,56,74,51,38,137,62,304,84,654,424,439,555
"HMI56_003970-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003971-T1",8,5,24,18,17,8,0,0,16,5,10,11,13,16
"HMI56_003972-T1",40,76,80,72,104,115,142,50,285,42,276,216,193,280
"HMI56_003973-T1",51,142,161,176,200,145,684,316,510,82,633,475,521,376
"HMI56_003974-T1",10,43,47,48,41,55,149,78,313,56,320,231,255,253
"HMI56_003975-T1",119,301,243,261,477,353,628,327,586,116,893,728,663,978
"HMI56_003976-T1",11,46,60,49,67,80,287,146,49,25,231,149,186,241
"HMI56_003977-T1",12,67,71,82,49,54,548,302,359,66,331,215,285,208
"HMI56_003978-T1",58,136,118,134,159,128,534,256,295,41,310,227,266,302
"HMI56_003979-T1",105,250,237,290,407,321,336,146,358,65,599,425,511,604
"HMI56_003980-T1",84,207,183,192,304,267,1912,982,337,75,565,432,469,382
"HMI56_003981-T1",0,2,0,0,0,0,5,1,43,3,67,36,53,50
"HMI56_003982-T1",25,60,94,116,66,89,1107,461,400,33,868,644,1767,1262
"HMI56_003983-T1",21,87,89,68,126,117,381,145,324,57,544,356,361,654
"HMI56_003984-T1",54,156,200,239,187,208,548,247,354,108,799,590,635,770
"HMI56_003985-T1",27,43,60,43,54,57,108,67,147,21,185,155,122,177
"HMI56_003986-T1",1,0,0,1,2,0,2,0,9,3,23,20,16,16
"HMI56_003987-T1",11,37,87,76,75,77,359,198,337,51,371,244,336,240
"HMI56_003988-T1",3,5,7,8,6,8,47.3014555086788,26.1239766155167,44.5426104288407,12.958464791804,36.7614406232493,40.1058335162066,34.313073781872,20.3687993909255
"HMI56_003989-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003990-T1",4,56,66,53,87,68,206,109,308,27,302,240,240,302
"HMI56_003991-T1",2,0,1,1,3,2,10,2,17,0,11,11,15,19
"HMI56_003992-T1",148,392.81368266947,426,495.60544204898,491.056534644229,473.113465989585,3869.86934352119,2032.28517109363,1025.60760521455,284,1697.74357217518,1267.57565840523,1452.50505320942,1577.14807835718
"HMI56_003993-T1",88,196,156,160,258,221,388,182,568,76,895,678,559,846
"HMI56_003994-T1",58,140,186.226211638402,196.407889864837,177.734367672914,189.484461938527,856.468010458795,488.824366431969,830.039455316024,147.087218727115,1031.93781882251,744.205340773195,960.610820943473,970.239378850907
"HMI56_003995-T1",191,441,488,495,622,559,1417,704,1978,304,2333,1632,1943,2188
"HMI56_003996-T1",0,0,2,0,0,0,3,0,202,25,254,165,165,225
"HMI56_003997-T1",5,12,24,30,28,21,93,56,184,32,255,194,199,367
"HMI56_003998-T1",39,95,68,58,144,140,1540,887,170,34,283,243,218,278
"HMI56_003999-T1",0,0,1,0,0,0,1,2,11,8,60,53,21,32
"HMI56_004000-T1",93,175,182,143,263,254,681,348,355,36,583,469,422,636
"HMI56_004001-T1",24,78,102,128,134,102,177,99,148,41,280,225,329,316
"HMI56_004002-T1",1,10,2,3,8,4,5,4,9,0,3,12,3,9
"HMI56_004003-T1",4,14,11,8,9,15,43,13,55,5,79,46,52,44
"HMI56_004004-T1",1,2,3,2,1,1,6,4,15,3,11,6,16.6071575650214,10
"HMI56_004005-T1",7,10.1720041065944,12,40.1837701059054,25.7615114077467,13.8627214210546,223.0305663123,133.258377924864,75.2915853788079,10.5567682629829,164.169451495401,134.083935650368,151.970527310262,149.755375262232
"HMI56_004006-T1",1.05783682689694,2.0211524991927,7.21279497679289,8.0105284971024,7.08376002969198,4.01613474445966,35.189141889752,21.3098420830275,73.1864330556244,21,119.158833112636,108.239926890037,113.890791116848,156.329788437578
"HMI56_004007-T1",0,1,8,5,6,2,62,39,49.1959367782765,15,77,46,43.0757010427569,52
"HMI56_004008-T1",35,62,66,75,103,81,239,132,177,34,229,158,162,153
"HMI56_004009-T1",143,290,305,278,416,344,1073,681,930,147,1172,825,880,931
"HMI56_004010-T1",81,147,146,164,196,191,651,394,654,99,648,483,561,575
"HMI56_004011-T1",38,138,114,104,165,147,1267,592,293,51,467,360,346,511
"HMI56_004012-T1",1,0,0,0,0,0,5,5,1,0,8,4,4,2
"HMI56_004013-T1",43,116,154,148,132,128,221,75,366,63,514,394,436,343
"HMI56_004014-T1",3,5,2,1,6,3,4,5,8,0,77.2653003145695,69,36,22
"HMI56_004015-T1",7,28,32.0768911014797,43.1275529823823,15.2932408803665,24.1182570114908,1753.09410938557,932.063847558167,315.339920611782,37.0432156653512,262.479575702768,208.61591369558,218.283674804958,183.466117594888
"HMI56_004016-T1",20,52,26,37,65,69,332,165,137,32,267,182,562,375
"HMI56_004017-T1",0,0,0,3,0,1,1,0,0,2,4,4,3,3
"HMI56_004018-T1",0,3,3,9,2,1,118,60,40,6,42,28,47,62
"HMI56_004019-T1",58,152,125,142,235,253,703,387,275,41,498,326,246,421
"HMI56_004020-T1",72,150,211,242,187,214,2621,1440,808,162,719,524,728,571
"HMI56_004021-T1",6,11,11,9,42,20,90,34,40,14,61,40,62,87
"HMI56_004022-T1",347,1207,1930,1982,1308,1408,7150,3251,9970,1575,5886,3835,5494,2875
"HMI56_004023-T1",86.6105461557319,257.355517474084,317.131849187245,384.494563739858,367.741019695282,295.888653968533,3411.9482183016,1875.58526607246,660.794464980419,178.887957932964,1062.80175249687,686.19725361085,1080.07391488424,894.300832844001
"HMI56_004024-T1",11,35,57,45,72,37,406,215,159,20,256,205,213,243
"HMI56_004025-T1",12,28,34,34,61,27,318,200,42,33,135,85,131,141
"HMI56_004026-T1",18,87,278,299,87,111,4212,2307,823,130,1351,1090,1184,1611
"HMI56_004027-T1",21,63,81,101,113,100,250,108,254,47,286,211,231,238
"HMI56_004028-T1",0,2,5,9,1,4,26,8,39,6,59,45,70,72
"HMI56_004029-T1",12,32,35,37,47,39,141,70,147,32,153,142,152,133
"HMI56_004030-T1",70,178,146,171,277,257,626,286,474,72,685,450,532,566
"HMI56_004031-T1",38,61,122,146,119,103,1324,569,583,86,667,419,487,468
"HMI56_004032-T1",395,1290,2722,2830,1533,1563,5541,2605,11714,1932,6941,4672,8619,5645
"HMI56_004033-T1",10,24,25,28,23,28,95,50,155,33,273,186,201,317
"HMI56_004034-T1",9,38,49,30,66,48,272,164,187,28,138,117,94,138
"HMI56_004035-T1",154,607,295,229,879,679,79,45,26,5,29,16,17,28
"HMI56_004036-T1",522,1114,985,1096,1657,1469,2792,1532,2714,399,3363,2492,2230,3273
"HMI56_004037-T1",0,0,2,1,2,1,8,6,166,26,332,225,197,221
"HMI56_004038-T1",16,29,33,32,42,38,66,34,126,11,132,81,64,96
"HMI56_004039-T1",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HMI56_004040-T1",82,163,204,185,264,252,847,472,406,78,663,497,533,475
"HMI56_004041-T1",12,46,47,60,46,47,114,56,106,13,130,99,93,107
"HMI56_004042-T1",39,119,157,146,153,168,490,219,870,116,844,617,709,574
"HMI56_004043-T1",1,3,12,6,9,9,34,18,48,19,157,102,133,143
"HMI56_004044-T1",258,1075,694,533,1485,1310,155,58,92,13,62,43,49,52
"HMI56_004045-T1",23,56,58,46,65,57,309,167,172,22,208,175,158,209
"HMI56_004046-T1",48,122,128,94,176,170,1848,764,288,42,454,336,322,465
"HMI56_004047-T1",110,337,329,374,464,379,1815,895,436,121,1221,732,909,1174
"HMI56_004048-T1",3,4,3,4,5,0,15,5,5,0,17,10,19,37
"HMI56_004049-T1",0,0,1,0,1,0,35,9,237,37,424,270,240,251
"HMI56_004050-T1",157,377,260,268,591,514,1218,618,355,85,827,566,573,823
"HMI56_004051-T1",7,13,17,15,16,12,133,76,42,15,98,78,85,140
"HMI56_004052-T1",29,82,70,82,107,105,167,68,153,32,206,124,125,126
"HMI56_004053-T1",178,403,455,494,496,477,1304,649,2171,249,1484,883,1388,840
"HMI56_004054-T1",13,22,17,31,38,42,1,1,27,2,25,23,30,18
"HMI56_004055-T1",2,0,3,3,1,3,75,31,230,19,417,251,261,444
"HMI56_004056-T1",19,63,144,121,79,62,289,154,484,130,994,640,919,1445
"HMI56_004057-T1",0,2,2,3,1,2,6,2,2,0,6,2,8,6
"HMI56_004058-T1",148,280,294,269,467,425,2076,1094,647,130,1190,833,1036,1371
"HMI56_004059-T1",2,0,4,4,1,3,33,10,368,84,541,388,360,437
"HMI56_004060-T1",12,15,210,175,14,36,3247,1848,2042,416,6995,6749,6606,22779
"HMI56_004061-T1",0,0,1,2,4,3,7,4,20,3,73,44,49,46
"HMI56_004062-T1",31,59,47,50,75,60,95,42,17,13,76,41,91,78
"HMI56_004063-T1",15,66,47,57,85,59,202,95,227,55,445,319,316,370
"HMI56_004064-T1",31,91,73,85,96,112,161,98,251,50,246,162,199,182
"HMI56_004065-T1",91,249,271,223,371,357,960,457,1319,160,1651,1402,1308,2324
"HMI56_004066-T1",155,779,781,936,900,942,2946,1181,3494,637,1925,1116,2187,1571
"HMI56_004067-T1",38,64,62,63,102,92,314,169,173,27,261,143,214,228
"HMI56_004068-T1",107,240,297,348,323,324,495,322,529,82,587,465,529,617
"HMI56_004069-T1",18,37,69,56,56,42,74,22,43,14,181,120,130,143
"HMI56_004070-T1",19,69,27,50,94,60,83,39,76,8,83,84,101,89
"HMI56_004071-T1",32,70.7923980939145,101.632523829276,102.050393880625,105.217764999505,102.294250962813,603,331,117,43,262,178,243,281
"HMI56_004072-T1",10,36,27,33,28,37,294,161,311,78,439,259,284,474
"HMI56_004073-T1",417,1123,1130,1260,1347,1292,2330,1243,2811,645,4493,3050,3592,4116
"HMI56_004074-T1",32,112,93,93,168,162,744,338,122,51,273,213,289,396
"HMI56_004075-T1",24,138,95,93,158,119,611,290,244,87,406,226,329,406
"HMI56_004076-T1",0,1,0,0,0,0,2,0,0,0,0,0,0,0
"HMI56_004077-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004078-T1",56,196,115,110,285,283,448,217,398,41,471,405,387,484
"HMI56_004079-T1",12,22,28,37,43,21,28,20,221,28,202,128,148,157
"HMI56_004080-T1",76,280,315,278,289,269,801,369,1797,298,1489,1085,1310,1070
"HMI56_004081-T1",11,29,29,33,42,41,468,193,130,26,194,151,124,252
"HMI56_004082-T1",82,157,186,209,237,223,1451,836,654,146,752,530,606,827
"HMI56_004083-T1",93,164,108,164,271,226,225,105,170,39,194,148,213,423
"HMI56_004084-T1",64,115,94,101,142,114,83,36,140,30,167,102,122,136
"HMI56_004085-T1",2,2,5,2,6,6,16,12,10,5,254,183,840,544
"HMI56_004086-T1",25,48,52,44,88,66,127,54,155,28,232,153,164,227
"HMI56_004087-T1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HMI56_004088-T1",9,26.5835322855924,33,24.3271840736816,38.0352740336509,37.0705586421111,175.389807411635,78.0526889418407,136,35,180.282434210718,151.212710181714,165.153090537741,122.105956156355
"HMI56_004089-T1",81,197,142,161,260,256,1090,675,541,101,716,514,551,510
"HMI56_004090-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004091-T1",9,38,23,22,43,43,215,78,44,19,118,84,113,193
"HMI56_004092-T1",413,870,775,719,1366,1138,4798,3017,1818,370,3234,2304,1731,2374
"HMI56_004093-T1",17,47,31,48,38,47,130,51,181,33,245,182,176,267
"HMI56_004094-T1",0,3,1,12,6,5,31,5,51,7,41,32,44,41
"HMI56_004095-T1",0,0,0,0,1,2,0,1,0,0,1,2,0,0
"HMI56_004096-T1",3,7,1,4,6,6,2,0,3,0,2,1,0,1
"HMI56_004097-T1",0,0,0,0,0,2,7,0,129,21,167,104,127,180
"HMI56_004098-T1",8,18,43,46,13,23,189,109,495,50,548,413,475,709
"HMI56_004099-T1",57,102,124,122,166,155,813,393,262,51,377,238,391,433
"HMI56_004100-T1",22,70,54,66,61,50,273,148,249,49,331,241,207,257
